,Toma,Completion,Probability,Match,Tries
134,tube of lip balm,tube of lip balm.,0.69,True,7
135,deodorant,deodorant.,0.89,True,7
136,glass,glass.,0.88,True,7
137,outlet,electrical outlet.,0.28,True,7
138,small pouch,small pouch.,0.94,True,7
139,washing machine,washing machine.,0.95,True,7
140,ice pick,ice pick.,0.89,True,8
141,can of peas,can of peas.,0.83,True,8
142,CD,CD.,0.91,True,8
143,ipod,ipod.,0.65,True,8
144,sponge,sponge.,0.77,True,8
145,canteen,canteen.,0.84,True,8
146,straw,straw.,0.71,True,8
147,whip,whip.,0.9,True,8
148,bowl,bowl.,0.39,True,8
149,street lights,street light.,0.86,False,8
150,key chain,key chain.,0.98,True,8
151,box of baking soda,box of baking soda.,0.53,True,8
152,bottle of syrup,bottle of syrup.,0.79,True,8
153,plush dog,plush toy.,0.96,False,8
154,paintbrush,paintbrush.,0.78,True,8
155,bangle bracelet,bangle bracelet.,0.95,True,8
156,coffee pot,coffee pot.,0.95,True,8
157,roll of masking tape,roll of masking tape.,0.85,True,8
158,white out,white out.,0.91,True,8
159,perfume,type of perfume.,0.34,True,8
160,magazine,magazine.,0.33,True,9
161,bottle of paint,bottle of paint.,0.79,True,9
162,word search,word search.,0.61,True,9
163,egg,egg.,0.75,True,9
164,glasses,pair of glasses.,0.53,True,9
165,cow,cow.,0.94,True,9
166,pocketknife,pocketknife.,0.86,True,9
167,domino set,domino set.,0.8,True,9
168,quartz crystal,quartz crystal.,0.89,True,9
169,hair ribbon,hair ribbon.,0.85,True,9
170,spice bottle,spice bottle.,0.72,True,9
171,sticky note,sticky note.,0.94,True,9
172,butter knife,butter knife.,0.91,True,9
173,bottle of water,bottle of water.,0.91,True,9
174,container of pudding,container of pudding.,0.71,True,9
175,clothes pin,clothes pin.,0.97,True,9
176,baseball,baseball.,0.88,True,9
177,cucumber,cucumber.,0.77,True,9
178,wishbone,wishbone.,0.75,True,9
179,tennis racket,tennis racket.,0.96,True,9
180,cat,cat.,0.69,True,10
181,bangle bracelet,bangle bracelet.,0.94,True,10
182,baseball hat,baseball hat.,0.88,True,10
183,mobile phone,mobile phone.,0.96,True,10
184,shark,shark.,0.36,True,10
185,wireless control,wireless control.,0.97,True,10
186,bracelet,bracelet.,0.91,True,10
187,pair of spectacles,pair of spectacles.,0.95,True,10
188,package of crisp and crunchy edibles,package of crisp and crunchy edibles.,0.78,True,10
189,money,Spanish coin.,0.44,False,10
190,knife,knife.,0.62,True,10
191,pasta strainer,pasta strainer.,0.96,True,10
192,quilt,quilt.,0.86,True,10
193,key chain,key chain.,0.99,True,10
194,screwdriver,screwdriver.,0.78,True,10
195,buckle,buckle.,0.7,True,10
196,bottle of water,bottle of water.,0.72,True,10
197,soap,soap.,0.36,True,10
198,ball of yarn,ball of yarn.,0.86,True,10
199,rock,rock.,0.89,True,10
