,Toma,Completion,Probability,Match,Tries
171,small pouch,small pouch.,0.79,True,9
172,keyboard,keyboard.,0.51,True,9
173,handheld game system,handheld game system.,0.98,True,9
174,card,type of card game.,0.27,True,9
175,washing machine,washing machine.,0.93,True,9
176,can of chili,can of chili.,0.61,True,9
177,white out,white out.,0.88,True,9
178,wireless control,wireless control.,0.93,True,9
179,candle,tomato.,0.9,False,9
180,fish,fish.,0.52,True,10
181,harmonica,harmonica.,0.95,True,10
182,glow stick,glow stick.,0.87,True,10
183,box,box.,0.27,True,10
184,fake flowers,fake flower.,0.81,False,10
185,magazine,magazine.,0.85,True,10
186,light,flashlight.,0.3,True,10
187,bottle of glue,tomato.,0.9,False,10
188,spool of ribbon,spool of ribbon.,0.96,True,10
189,eraser,eraser.,0.92,True,10
190,game cartridge,game cartridge.,0.92,True,10
191,rabbit,rabbit.,0.78,True,10
192,matchbook,matchbook.,0.94,True,10
193,scallop shell,scallop shell.,0.72,True,10
194,washing machine,washing machine.,0.97,True,10
195,stick,stick.,0.8,True,10
196,spice bottle,spice bottle.,0.51,True,10
197,dove,dove.,0.79,True,10
198,multitool,multitool.,0.82,True,10
199,light bulb,light bulb.,0.88,True,10
