,Toma,Completion,Probability,Match,Tries
117,box of chalk,box of chalk.,0.89,True,6
118,drawer,drawer.,0.78,True,6
119,helmet,helmet.,0.66,True,6
120,pair of water goggles,pair of water goggles.,0.98,True,7
121,bow,bow.,0.95,True,7
122,spatula,spatula.,0.83,True,7
123,pair of scissors,pair of scissors.,0.95,True,7
124,acorn,acorn.,0.73,True,7
125,trash bag,trash bag.,0.51,True,7
126,flyswatter,flyswatter.,0.98,True,7
127,chair,chair.,0.93,True,7
128,orange,type of orange.,0.56,True,7
129,blowdryer,blowdryer.,0.91,True,7
130,pencil holder,pencil holder.,1.0,True,7
131,dog,dog.,0.61,True,7
132,hand mirror,hand mirror.,0.98,True,7
133,football,football.,0.89,True,7
134,crow,type of bird.,0.61,False,7
135,photo album,photo album.,0.8,True,7
136,outlet,outlet.,0.66,True,7
137,multitool,multitool.,0.82,True,7
138,bottle of paint,bottle of paint.,0.76,True,7
139,carrot,carrot.,0.87,True,7
140,eraser,eraser.,0.99,True,8
141,chalk,chalk.,0.93,True,8
142,tea pot,tea pot.,0.89,True,8
143,notepad,notepad.,0.61,True,8
144,wallet,wallet.,0.91,True,8
145,hanger,hanger.,0.81,True,8
146,orange,orange.,0.47,True,8
147,shawl,shawl.,0.7,True,8
148,wristwatch,wristwatch.,0.95,True,8
149,screw,screw.,0.94,True,8
150,dolphin,dolphin.,0.64,True,8
151,car,toy car.,0.79,True,8
152,remote,remote.,0.98,True,8
153,coffee mug,coffee mug.,0.96,True,8
154,bottle of water,bottle of water.,0.74,True,8
155,hammer,tool.,0.48,False,8
156,clothes,traditional Mexican hat.,0.5,False,8
157,toothbrush,toothbrush.,0.97,True,8
158,pair of scissors,pair of scissors.,0.64,True,8
159,grid paper,grid paper.,0.59,True,8
160,plush unicorn,plush toy.,0.88,False,9
161,bangle bracelet,bangle bracelet.,0.93,True,9
162,hand bag,hand bag.,0.97,True,9
163,basketball,basketball.,0.9,True,9
164,ladle,ladle.,0.97,True,9
165,shawl,shawl.,0.66,True,9
166,candy wrapper,candy wrapper.,0.83,True,9
167,box of chocolates,box of chocolates.,0.59,True,9
168,rat,rat.,0.57,True,9
169,wishbone,wishbone.,0.7,True,9
170,bow tie,bow tie.,0.95,True,9
171,broccoli,type of vegetable.,0.48,False,9
172,few batteries,battery-powered toy.,0.28,False,9
173,bottle of water,bottle of water.,0.77,True,9
174,extension cord,extension cord.,0.34,True,9
175,screwdriver,screwdriver.,0.82,True,9
176,paintbrush,paintbrush.,0.91,True,9
177,shampoo,type of shampoo.,0.53,True,9
178,hammer,hammer.,0.61,True,9
179,wine glass,wine glass.,0.85,True,9
180,book,type of traditional Japanese drum.,0.33,False,10
181,toothpaste,toothpaste.,0.81,True,10
182,socks,type of fruit.,0.45,False,10
183,cork,cork.,0.89,True,10
184,packet of seeds,packet of seeds.,0.78,True,10
185,bottle of nail polish,bottle of nail polish.,0.91,True,10
186,street lights,street light.,0.92,False,10
187,nail filer,nail filer.,0.95,True,10
188,water bottle,water bottle.,0.82,True,10
189,game cartridge,game cartridge.,0.84,True,10
190,light,light.,0.61,True,10
191,tissue box,tissue box.,0.99,True,10
192,coffee pot,coffee pot.,0.8,True,10
193,blouse,blouse.,0.71,True,10
194,thimble,thimble.,0.97,True,10
195,bouquet of flowers,bouquet of flowers.,0.93,True,10
196,plush frog,plush frog.,0.9,True,10
197,bandana,bandana.,0.81,True,10
198,towel,towel.,0.85,True,10
199,clay pot,clay pot.,0.91,True,10
